virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Mesorhizobium phage vB_MloP_Lo5R7ANS	NC_025431	RefSeq	Mesorhizobium loti	381	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Mesorhizobium	species	Mesorhizobium loti	['GCF_014189435.1(suppressed)', 'GCF_013170865.1', 'GCF_013170845.1', 'GCF_013170705.1', 'GCF_001676765.1', 'GCF_002356515.1(suppressed)']	GCF_014189435.1(suppressed)	Unreference	Complete Genome	381	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium loti;t__
Metallosphaera turreted icosahedral virus	NC_035464	Literature, NCBI Virus, RefSeq	Metallosphaera sp.	2020860	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Metallosphaera	species	Metallosphaera	['GCF_005222525.1', 'GCF_013343295.1', 'GCF_003201675.2', 'GCF_000204925.1']	GCF_005222525.1	Represent	Complete Genome	41980	genus	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__;t__
Methanobacterium phage psiM2	NC_001902	RefSeq	Methanothermobacter thermautotrophicus	145262	Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter	species	Methanothermobacter thermautotrophicus	['GCF_000008645.1']	GCF_000008645.1	Represent	Complete Genome	145262	species	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus;t__
Methanothermobacter phage psiM100	NC_002628	Literature	Methanothermobacter wolfeii	145261	Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter	species	Methanothermobacter	['GCF_000145295.1', 'GCF_000008645.1']	GCF_000145295.1	Represent	Complete Genome	145260	genus	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__;t__
Microbacterium phage Akoni	NC_048761	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Alex44	NC_048778	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Appa	NC_047972	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Araxxi	NC_048801	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Arete	NC_048860	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Armstrong	NC_048090	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Azizam	NC_052933	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage BonaeVitae	NC_052940	NCBI Virus, RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Bri160	NC_052934	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Burro	NC_048733	RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Dismas	NC_042099	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Eden	NC_048017	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Efeko	NC_052941	NCBI Virus, RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Eleri	NC_042109	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Fireman	NC_048165	RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Golden	NC_042117	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Goodman	NC_048101	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Hamlet	NC_042110	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Hendrix	NC_047977	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Hyperion	NC_047973	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Ilzat	NC_042111	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage KaiHaiDragon	NC_048020	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Kaijohn	NC_052935	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Koji	NC_042118	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Krampus	NC_047986	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage McGalleon	NC_049927	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage MementoMori	NC_047987	RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Metamorphoo	NC_047988	RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Min1	NC_009603	RefSeq	Microbacterium nematophilum	151262	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium	['GCF_021172025.1', 'GCF_011751765.2', 'GCF_011751745.2', 'GCF_014725695.1', 'GCF_011047135.1', 'GCF_011046975.1', 'GCF_008727775.1', 'GCF_008727755.1', 'GCF_004564355.1', 'GCF_004564075.1', 'GCF_004135285.1', 'GCF_001975955.2', 'GCF_003991875.1', 'GCF_003367705.1', 'GCF_001974985.1', 'GCF_009735645.1', 'GCF_900100885.1', 'GCF_900105335.1']	GCF_021172025.1	Represent	Complete Genome	33882	genus	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__;t__
Microbacterium phage MonChoix	NC_049928	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Neferthena	NC_048038	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Nobel	NC_052936	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Noelani	NC_052937	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage OneinaGillian	NC_048068	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage PaoPu	NC_052932	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Paschalis	NC_047976	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Phedro	NC_048877	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Pikmin	NC_042119	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage PoRanda	NC_052938	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Quaker	NC_052939	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Quhwah	NC_047993	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage RobsFeet	NC_047989	RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microbacterium phage Scamander	NC_054431	NCBI Virus, RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Schubert	NC_048144	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Squash	NC_047975	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage Teagan	NC_049929	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage TinyTimothy	NC_048777	RefSeq	Microbacterium foliorum	104336	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium foliorum	['GCF_003367705.1']	GCF_003367705.1	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
Microbacterium phage vB_MoxS-ISF9	NC_023859	RefSeq	Microbacterium oxydans	82380	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium oxydans	['GCF_004000565.1', 'GCF_003991855.1']	GCF_004000565.1	Unreference	Complete Genome	82380	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium oxydans;t__
Microbacterium phage Zeta1847	NC_047992	RefSeq	Microbacterium paraoxydans	199592	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	species	Microbacterium paraoxydans	['GCF_900105335.1']	GCF_900105335.1	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
Microcystis phage MaMV-DC	NC_029002	RefSeq	Microcystis aeruginosa	1126	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Microcystaceae; Microcystis	species	Microcystis aeruginosa	['GCF_021172085.1', 'GCF_019704275.1', 'GCF_010196425.1', 'GCF_009792235.1', 'GCF_000981785.2', 'GCF_001704955.2', 'GCF_002095975.1', 'GCF_000010625.1']	GCF_021172085.1	Unreference	Complete Genome	1126	species	k__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa;t__
Morganella phage MmP1	NC_011085	RefSeq	Morganella morganii	582	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella	species	Morganella morganii	['GCF_902387845.1']	GCF_902387845.1	Represent	Complete Genome	582	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella morganii;t__
Morganella phage vB_MmoM_MP1	NC_031020	NCBI Virus, RefSeq	Morganella sp. (in: Bacteria)	1912315	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella	species	Morganella	['GCF_902387845.1']	GCF_902387845.1	Represent	Complete Genome	581	genus	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__;t__
Morganella phage vB_MmoP_MP2	NC_031115	RefSeq	Morganella sp. (in: Bacteria)	1912315	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella	species	Morganella	['GCF_902387845.1']	GCF_902387845.1	Represent	Complete Genome	581	genus	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__;t__
Mycobacteriophage ElTiger69	JX042578	Literature, NCBI Virus, RefSeq	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
Mycobacterium phage 20ES	NC_023597	NCBI Virus, RefSeq	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_013349145.1']	GCF_013349145.1	Represent	Chromosome	1772	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__
